Date,Area,Rent,Food,Transport,Utilities,Misc,Total
2021-05-31,Umoja,26314,15365,3744,5120,5633,56176
2021-05-31,Embakasi,29457,11603,6671,2290,7305,57326
2021-05-31,Juja,19015,8220,5894,2021,2546,37695
2021-05-31,Githurai,12371,11470,3468,3937,6110,37356
2021-05-31,Westlands,91931,26513,11639,5809,16214,152106
2021-05-31,Ruaka,49312,20623,11807,5311,6586,93639
2021-05-31,Mlolongo,20466,12794,4558,3140,4721,45680
2021-05-31,Umoja,27465,14684,3813,4735,7209,57906
2021-05-31,Westlands,91982,22759,14783,8132,13587,151243
2021-05-31,Kileleshwa,82067,24601,12111,6669,12500,137948
2021-05-31,Ruiru,23799,14034,4837,2348,5213,50231
2021-05-31,Mlolongo,21526,11454,6562,2636,5637,47815
2021-05-31,Embakasi,25986,15046,6434,5121,4057,56644
2021-05-31,Embakasi,23627,15778,3966,3601,8348,55320
2021-05-31,Thika,22004,9898,6601,4295,8270,51068
2021-05-31,Embakasi,30430,10993,6968,4104,8680,61175
2021-05-31,Embakasi,29431,14539,4789,2350,7447,58556
2021-05-31,Rongai,31401,14694,5795,4328,4109,60327
2021-05-31,Kitengela,31124,14502,8502,2780,6676,63584
2021-05-31,Kikuyu,23114,10846,7611,4317,7824,53712
2021-05-31,Ngong,38974,17080,8072,3441,7415,74982
2021-05-31,Westlands,93366,25271,13149,7915,15121,154822
2021-05-31,Umoja,30242,15582,6329,4694,4098,60945
2021-05-31,Thika,25546,11875,7136,2297,5566,52420
2021-05-31,Ruaka,47757,20626,9896,4963,10026,93268
2021-05-31,Kasarani,20619,14294,5497,2810,5485,48705
2021-05-31,Karen,160493,30748,19588,6497,16751,234077
2021-05-31,Ngong,36956,16692,9308,4293,6150,73399
2021-05-31,Juja,18890,11748,6496,3491,7608,48232
2021-05-31,South B,38997,17630,7232,4914,6080,74854
2021-05-31,Ngong,37436,15821,8692,4575,8693,75217
2021-05-31,Donholm,39167,18039,9163,3890,4602,74861
2021-05-31,Kileleshwa,85490,27271,13494,5711,13552,145518
2021-05-31,Langata,58609,18970,13006,6250,9290,106124
2021-05-31,Mlolongo,22447,11463,3810,3764,7039,48523
2021-05-31,South B,41362,18444,9918,3339,10396,83460
2021-05-31,Kasarani,18061,14419,5757,4932,8025,51194
2021-05-31,South B,38963,15148,7802,4778,8766,75458
2021-05-31,Kasarani,25743,9875,6683,2971,4496,49768
2021-05-31,Umoja,30424,15960,8046,4914,4056,63400
2021-05-31,Ngong,41116,16708,7767,5061,5770,76422
2021-05-31,Thika,23547,9572,6555,3146,6416,49236
2021-05-31,Westlands,93795,22587,11769,5480,12069,145700
2021-05-31,Kasarani,23137,8521,7741,3065,5134,47598
2021-05-31,Githurai,12304,8056,3589,3578,3173,30700
2021-05-31,Kasarani,18515,11649,4085,2973,5316,42538
2021-05-31,Langata,59242,19351,11369,3738,10799,104500
2021-05-31,Karen,156259,25081,18346,7194,16814,223695
2021-05-31,Ngong,35504,12721,8213,4545,5395,66378
2021-05-31,Kitengela,26071,13648,5666,2245,4955,52585
2021-05-31,Umoja,24110,12155,6383,4552,3446,50646
2021-05-31,Kitengela,26244,15521,6123,3695,5952,57535
2021-05-31,Kileleshwa,86574,24921,12981,5549,12138,142163
2021-05-31,Githurai,9636,7991,4752,3115,4952,30446
2021-05-31,Kikuyu,21053,11771,4490,3277,7206,47796
2021-05-31,Ruaka,50394,19225,11951,4967,9292,95829
2021-05-31,Thika,21101,13862,4395,3815,5684,48858
2021-05-31,Donholm,39237,16358,8210,3099,5463,72367
2021-05-31,Kasarani,25381,11098,5639,2580,3485,48183
2021-05-31,Karen,157400,26107,17399,6520,14407,221834
2021-05-31,Karen,154889,26198,17654,7889,16213,222844
2021-05-31,Westlands,96087,25473,14986,5363,12938,154847
2021-05-31,Langata,56437,20832,11304,6198,10477,105248
2021-05-31,Umoja,23758,13567,4163,2315,9238,53041
2021-05-31,Westlands,95267,23608,14111,6058,13569,152613
2021-05-31,Ruiru,20186,9166,6974,4222,3946,44494
2021-05-31,Kikuyu,21895,13894,6332,2640,6114,50876
2021-05-31,Kasarani,22961,11308,6583,2506,3202,46560
2021-05-31,Rongai,34313,13106,8396,4666,7375,67856
2021-05-31,Kasarani,23519,9456,6958,3286,5265,48484
2021-05-31,Kitengela,28381,15969,8241,3111,4276,59978
2021-05-31,Ngong,36876,17424,10036,3511,9520,77367
2021-05-31,Ngong,40068,17103,10314,5397,4953,77835
2021-05-31,Umoja,23658,14918,7888,4738,8358,59560
2021-05-31,Mlolongo,20105,11861,5956,3348,3903,45172
2021-05-31,South B,45563,17019,8331,5759,6038,82711
2021-05-31,South B,46430,18290,10236,4410,8508,87875
2021-05-31,Thika,23639,10550,4755,4575,6132,49652
2021-05-31,Donholm,40144,16782,7324,3798,4664,72712
2021-05-31,Karen,162137,25928,15109,8232,19587,230994
2021-05-31,Githurai,10766,12031,5439,3810,2211,34257
2021-05-31,Kileleshwa,85905,23022,15076,6122,10644,140768
2021-05-31,Embakasi,27468,14126,8205,2555,8211,60565
2021-05-31,Kikuyu,22172,10987,6998,2050,5448,47656
2021-05-31,Embakasi,27014,12674,7011,3681,6131,56511
2021-05-31,South B,45768,17085,9719,5521,8415,86509
2021-05-31,Donholm,35369,14345,8405,4796,7971,70886
2021-05-31,Karen,155596,27692,16022,6892,15306,221509
2021-05-31,Ruaka,50750,17952,8697,3587,9013,89999
2021-05-31,Ruiru,23493,12726,5044,3510,4318,49091
2021-05-31,Thika,20535,10901,5611,3327,8680,49054
2021-05-31,Langata,61738,20800,12152,5360,8194,108245
2021-05-31,Donholm,34846,13785,5910,4490,9680,68711
2021-05-31,Kileleshwa,88671,20787,10424,6851,12021,138754
2021-05-31,Kileleshwa,85970,23594,10448,5365,10270,135647
2021-05-31,Kitengela,24782,11830,6785,3167,5620,52184
2021-05-31,Kikuyu,24817,13592,5770,2983,8700,55863
2021-05-31,Langata,60023,21026,12724,4982,11207,109962
2021-05-31,Juja,17484,7416,3970,2912,5814,37595
2021-05-31,Langata,59122,20360,9735,6414,11943,107575
2021-05-31,Donholm,35682,17663,9709,5237,9911,78202
2021-05-31,Kikuyu,23264,10696,7884,4567,5488,51900
2021-05-31,Ngong,41400,15830,7187,4247,5676,74340
2021-05-31,Kasarani,18879,11550,6568,4224,4627,45848
2021-05-31,Kileleshwa,83978,19301,11104,6897,14277,135557
2021-05-31,Westlands,98476,22776,11502,7639,11179,151572
2021-05-31,Ruiru,25531,12670,8056,4088,8084,58429
2021-05-31,Embakasi,26397,10893,5011,2533,5389,50223
2021-05-31,Umoja,25190,12114,5358,2218,5604,50484
2021-05-31,Kitengela,26601,16065,5402,4187,5193,57448
2021-05-31,Juja,15703,7379,3840,1647,5049,33618
2021-05-31,Juja,17843,10133,3620,3342,7143,42081
2021-05-31,Langata,61847,21422,11996,5712,8495,109472
2021-05-31,Donholm,41221,13838,8580,5488,4455,73582
2021-05-31,Embakasi,30096,14769,5695,3982,8317,62859
2021-05-31,Kasarani,23846,8749,7447,3000,5322,48364
2021-05-31,Mlolongo,21669,11833,5664,3900,7344,50410
2021-05-31,Karen,161991,25187,17095,6744,16641,227659
2021-05-31,Ruiru,19512,10410,5513,4255,2817,42507
2021-05-31,Langata,58379,21390,10960,5466,9540,105736
2021-05-31,South B,45128,17584,9058,4566,6043,82380
2021-05-31,Thika,21444,9262,5323,3778,6126,45934
2021-05-31,Umoja,25724,14067,8156,2805,4428,55180
2021-05-31,Langata,61826,17515,10612,4392,10986,105332
2021-05-31,Embakasi,30385,12502,5821,3200,7946,59854
2021-05-31,Rongai,35294,13717,7623,2806,6046,65486
2021-05-31,South B,46228,19040,9169,5640,9436,89514
2021-05-31,Karen,161374,25864,16519,8701,19482,231941
2021-05-31,Umoja,28850,14911,3987,4375,7751,59874
2021-05-31,Donholm,37777,15915,7709,4816,5189,71406
2021-05-31,Ruiru,18631,12860,5062,3033,7603,47189
2021-05-31,Umoja,25554,11268,7703,3268,3336,51129
2021-05-31,Juja,14711,7299,6904,3022,5020,36955
2021-05-31,Kitengela,27315,11477,5040,2620,3646,50098
2021-05-31,Embakasi,26446,13729,7785,3253,5232,56445
2021-05-31,Ngong,36652,13604,9236,2841,8634,70967
2021-05-31,Kasarani,24269,15533,9704,3581,5627,58714
2021-05-31,Kasarani,19957,12949,5282,4754,4386,47328
2021-05-31,Ruaka,52065,17208,10446,5527,12013,97259
2021-05-31,Kileleshwa,83009,19308,9276,4505,12276,128374
2021-05-31,Kitengela,24896,13827,6765,3842,7475,56805
2021-05-31,Karen,156661,28547,16661,6742,14764,223376
2021-05-31,Rongai,31878,15133,5364,3443,6688,62506
2021-05-31,Westlands,97897,22378,11538,7293,15613,154719
2021-05-31,Ruaka,51729,21515,12864,5653,9592,101353
2021-05-31,Rongai,31755,11663,8063,4699,6603,62783
2021-05-31,Umoja,28583,15909,3810,3454,8799,60555
2021-05-31,Juja,17903,8695,3688,4409,2294,36989
2021-05-31,Kasarani,18879,13850,6756,3639,4017,47141
2021-05-31,Kileleshwa,87695,21630,13208,4762,11260,138555
2021-05-31,South B,42676,16031,9577,5430,6736,80451
2021-05-31,Donholm,40798,14413,7061,3194,5713,71179
2021-05-31,Ngong,35492,15244,7578,4164,4611,67089
2021-05-31,Kikuyu,18948,10962,4516,4487,7960,46874
2021-05-31,Ruaka,44845,16708,8157,4841,10616,85167
2021-05-31,Langata,55916,19391,10772,3866,12536,102481
2021-05-31,Mlolongo,20243,8265,5302,3604,8182,45596
2021-05-31,Kileleshwa,84282,24606,10188,6302,11192,136570
2021-05-31,Rongai,34189,13222,8335,2402,8095,66243
2021-05-31,Langata,61044,18703,10943,5826,12188,108704
2021-05-31,Ruiru,19903,11544,7271,3714,5919,48351
2021-05-31,Westlands,97877,21301,13110,7376,13636,153300
2021-05-31,Umoja,26057,13845,6253,2891,5408,54454
2021-05-31,Kitengela,27474,15132,5917,5128,6257,59908
2021-05-31,Donholm,40187,16083,6711,2818,9957,75756
2021-05-31,Westlands,96088,22721,14674,6757,14592,154832
2021-05-31,South B,46230,15090,10840,5807,5925,83893
2021-05-31,Embakasi,25984,12363,8220,2641,6820,56028
2021-05-31,Juja,13300,9959,3770,2118,1978,31125
2021-05-31,Embakasi,24632,13170,5895,3901,3754,51352
2021-05-31,Githurai,14650,6597,5572,4549,1543,32911
2021-05-31,Githurai,13590,6773,3896,1753,4037,30049
2021-05-31,Ruiru,22939,11824,4164,4128,6442,49497
2021-05-31,Ruiru,23960,14448,8138,2468,3136,52150
2021-05-31,South B,41697,15965,10472,5376,6482,79993
2021-05-31,Kasarani,18847,8810,5084,3049,5766,41556
2021-05-31,Kitengela,24630,14123,7602,3408,7104,56867
2021-05-31,Kasarani,25895,9838,5235,2363,3771,47102
2021-05-31,Rongai,28843,15581,5918,4826,9614,64782
2021-05-31,Githurai,8767,6807,6199,4338,4028,30139
2021-05-31,Rongai,32504,12762,7239,2665,7449,62619
2021-05-31,Kasarani,24287,12723,3865,3588,6570,51033
2021-05-31,Ruaka,49314,19286,9218,5113,11796,94727
2021-05-31,Kasarani,19141,13254,7213,4975,7991,52574
2021-05-31,Juja,17307,9720,4932,4516,6096,42570
2021-05-31,Kikuyu,20611,12495,7514,2172,6000,48792
2021-05-31,Rongai,29650,12564,4956,4223,8252,59645
2021-05-31,Karen,160726,24578,17300,6726,15061,224392
2021-05-31,Umoja,27416,13907,7676,4207,8139,61345
2021-05-31,Ruiru,18849,12303,5126,2270,7332,45880
2021-05-31,Juja,14591,7694,4460,2847,4595,34187
2021-05-31,Donholm,34939,15536,6548,2797,9724,69544
2021-05-31,Kasarani,22090,15433,9270,3791,8123,58707
2021-05-31,South B,39085,16805,8613,3672,9383,77559
2021-05-31,Ngong,38324,13452,8258,4613,9461,74108
2021-05-31,Rongai,29151,14939,6550,4493,4871,60004
2021-05-31,Mlolongo,22546,10560,7178,4098,4743,49124
2021-05-31,Karen,157145,24532,14779,7610,19259,223326
2021-05-31,Githurai,9574,12331,6256,3499,3571,35231
2021-05-31,Mlolongo,17453,10136,6960,2218,3768,40536
2021-05-31,Githurai,11199,11316,5280,2628,5772,36195
2021-05-31,Kikuyu,24487,12594,6802,4691,5654,54228
2021-05-31,Thika,21697,13415,5002,4771,6160,51046
2021-05-31,Kikuyu,21614,9615,7505,2897,2738,44370
2021-05-31,Langata,61417,17391,12364,5452,12162,108787
2021-05-31,Embakasi,29968,10818,5839,4519,7809,58953
2021-05-31,Kikuyu,21821,10261,7498,4345,3244,47170
2021-05-31,Thika,17972,10810,8118,3645,6324,46868
2021-05-31,Juja,17741,11174,4568,1804,5109,40396
2021-05-31,Rongai,34800,14298,7934,4006,5477,66515
2021-05-31,South B,44384,16814,10091,6056,5655,83001
2021-05-31,Kileleshwa,81516,24724,12378,5429,13376,137423
2021-05-31,Kitengela,24489,11679,7538,2611,7517,53834
2021-05-31,Ruaka,48023,17249,9942,5402,9616,90232
2021-05-31,Kileleshwa,84443,20611,12319,5707,8549,131629
2021-05-31,Embakasi,30997,11660,4282,4983,7107,59029
2021-05-31,Westlands,95095,26040,12376,7740,12369,153620
2021-05-31,Thika,20087,11654,4260,4576,7080,47656
2021-05-31,Embakasi,29742,11274,6059,3629,7926,58630
2021-05-31,Kasarani,20386,8711,6809,3528,2480,41914
2021-05-31,Thika,21621,11212,6252,3443,5626,48154
2021-05-31,Kikuyu,24303,12303,5468,3777,5186,51038
2021-05-31,Westlands,94564,25729,13049,7692,11692,152726
2021-05-31,Ngong,40885,14922,9170,3409,6810,75196
2021-05-31,Umoja,25623,13649,4791,2216,5506,51785
2021-05-31,South B,41183,14662,10517,4646,10775,81784
2021-05-31,Langata,54891,21214,10640,4428,11842,103015
2021-05-31,Thika,22913,13519,4656,3178,6692,50958
2021-05-31,Embakasi,26680,10713,5166,3906,7973,54438
2021-05-31,Ruiru,22664,9546,5512,5133,7517,50372
2021-05-31,Mlolongo,21646,13160,5708,4772,5506,50793
2021-05-31,Mlolongo,23647,10825,4660,4390,6360,49882
2021-05-31,Westlands,99224,26749,11374,8121,13449,158917
2021-05-31,Donholm,37268,14488,5886,3525,9267,70434
2021-05-31,Karen,158465,25936,17448,9326,18901,230077
2021-05-31,Githurai,15261,8677,5427,2130,6336,37831
2021-05-31,Umoja,25443,16389,4308,4140,9175,59455
2021-05-31,Thika,21949,10150,3750,2424,4042,42314
2021-05-31,Kileleshwa,87538,19785,9967,4667,10410,132367
2021-05-31,Ruaka,50085,15896,8863,3718,11234,89796
2021-05-31,Mlolongo,22950,10745,5266,3332,2786,45079
2021-05-31,Kasarani,22120,15043,7722,3850,5697,54431
2021-05-31,Karen,156337,27504,14358,7578,15491,221269
2021-05-31,Umoja,28600,13113,8165,4403,4382,58663
2021-05-31,Mlolongo,19452,7488,7210,3778,2709,40637
2021-05-31,Githurai,14712,9781,4102,2507,5422,36524
2021-05-31,Githurai,7749,7178,5997,3234,3079,27237
2021-05-31,Umoja,30163,16320,6974,5105,4747,63309
2021-05-31,Kileleshwa,84985,24227,9072,4636,9855,132775
2021-05-31,Westlands,94973,25806,11200,5961,14226,152166
2021-05-31,Umoja,29256,12596,4465,2327,4248,52892
2021-05-31,Ngong,40914,13311,7792,5285,10252,77554
2021-05-31,Kasarani,25470,10224,6468,4993,3453,50608
2021-05-31,Mlolongo,20253,7921,4022,3388,5300,40884
2021-05-31,Kitengela,29378,15599,7421,4990,5990,63378
2021-05-31,Langata,54985,19696,10812,6166,11459,103119
2021-05-31,Kileleshwa,84893,19483,12299,6994,8514,132183
2021-05-31,Kikuyu,22205,12163,4588,3574,3782,46312
2021-05-31,Donholm,37487,15112,8320,2984,9693,73596
2021-05-31,Kitengela,25491,11510,4502,2404,3611,47518
2021-05-31,Embakasi,30901,17237,5630,2823,4485,61076
2021-05-31,Ngong,33731,14809,7335,3695,9229,68799
2021-05-31,Mlolongo,17188,10437,6394,2390,2747,39155
2021-05-31,Kileleshwa,83020,21436,12880,5549,12226,135111
2021-05-31,Langata,55675,16894,12971,5616,8287,99443
2021-05-31,Embakasi,28079,11936,4665,2251,6663,53594
2021-05-31,Rongai,31642,17634,9152,4735,7461,70624
2021-05-31,Juja,16330,11562,4728,1810,2264,36693
2021-05-31,Thika,22203,10451,7656,3280,3282,46872
2021-05-31,Kitengela,24988,15028,5139,2682,7474,55311
2021-05-31,Donholm,35249,16650,8227,5666,6163,71955
2021-05-31,Ngong,38728,17376,7093,4039,6643,73879
2021-05-31,Juja,14239,7172,5572,4015,5982,36979
2021-05-31,Ruaka,46752,17832,8448,5971,10593,89596
2021-06-30,Umoja,30908,12166,6580,4570,4279,58503
2021-06-30,Umoja,32257,13604,4101,2879,7801,60642
2021-06-30,Kitengela,25208,11617,7765,4995,4053,53638
2021-06-30,Langata,64374,18286,12235,6719,10061,111675
2021-06-30,South B,41879,19701,8910,3841,6186,80517
2021-06-30,Westlands,96353,25454,12218,7265,12924,154214
2021-06-30,Donholm,37729,14554,8815,3677,5431,70206
2021-06-30,Donholm,39604,13317,6469,4744,8755,72889
2021-06-30,Ngong,38006,18371,7673,3223,6736,74009
2021-06-30,Langata,58037,19962,11045,6581,8050,103675
2021-06-30,Thika,27159,10976,3835,4066,4128,50164
2021-06-30,Umoja,31211,15568,5250,4757,6367,63153
2021-06-30,Embakasi,29133,13407,6681,4425,7620,61266
2021-06-30,Kileleshwa,91512,19567,9794,5681,11735,138289
2021-06-30,Embakasi,31078,12828,5172,3557,8238,60873
2021-06-30,Umoja,29642,16393,6128,4555,6699,63416
2021-06-30,Kikuyu,20410,13010,4163,3468,5786,46837
2021-06-30,Ruaka,53478,20149,11951,3498,9932,99008
2021-06-30,Kasarani,26740,12736,7347,2318,7129,56270
2021-06-30,Embakasi,29079,13253,5720,2540,6210,56802
2021-06-30,Juja,18885,6731,4313,1664,6055,37648
2021-06-30,Rongai,30517,16147,9087,3236,4822,63809
2021-06-30,Juja,15324,10616,6834,2241,2776,37791
2021-06-30,South B,43518,15906,7633,5718,6536,79311
2021-06-30,Rongai,35131,15783,7745,4428,6322,69409
2021-06-30,South B,48932,17508,7602,6200,8572,88814
2021-06-30,Rongai,34890,17879,8116,4922,8423,74230
2021-06-30,Juja,13615,11272,3567,2994,3656,35104
2021-06-30,South B,44150,14397,7851,3457,7471,77326
2021-06-30,Ruiru,19401,10247,5326,2586,5787,43347
2021-06-30,Mlolongo,24860,11731,4203,2159,2259,45212
2021-06-30,Umoja,26994,14450,5209,3643,6061,56357
2021-06-30,Ngong,41103,13945,9601,2760,7037,74446
2021-06-30,Embakasi,27777,15188,6790,3619,8794,62168
2021-06-30,Ngong,38248,13159,10301,3490,5772,70970
2021-06-30,Kikuyu,25687,12480,4272,3000,3558,48997
2021-06-30,Ngong,43225,16188,9878,4646,4440,78377
2021-06-30,Ruiru,19941,9502,6451,4456,5374,45724
2021-06-30,Westlands,98389,22267,11830,5465,15992,153943
2021-06-30,Kasarani,22676,12577,6549,2547,7589,51938
2021-06-30,Karen,164860,24552,15769,7395,16054,228630
2021-06-30,Mlolongo,20574,9231,4135,3889,4831,42660
2021-06-30,Mlolongo,23365,11572,5226,2472,5030,47665
2021-06-30,Donholm,39846,16989,8404,5207,4596,75042
2021-06-30,Juja,20733,7302,7685,2604,4262,42586
2021-06-30,Karen,165710,29605,17224,7007,15467,235013
2021-06-30,Embakasi,31255,11875,4088,4469,4251,55938
2021-06-30,Ruiru,22530,9611,6761,2523,4024,45449
2021-06-30,Kitengela,24879,15371,7874,3074,4077,55275
2021-06-30,Thika,20295,12478,7644,2347,4953,47717
2021-06-30,Westlands,99714,24317,11957,6124,11262,153374
2021-06-30,Githurai,13869,9928,5505,4595,1892,35789
2021-06-30,Langata,65253,19539,9728,6067,9363,109950
2021-06-30,Juja,19809,8456,3239,3219,6680,41403
2021-06-30,Kikuyu,22960,12584,3957,3131,4009,46641
2021-06-30,Embakasi,27404,13535,4818,2632,7799,56188
2021-06-30,Githurai,10706,11850,6565,4567,6910,40598
2021-06-30,Embakasi,24620,16331,8168,3530,5454,58103
2021-06-30,Ruaka,47665,19206,9896,3246,10766,90779
2021-06-30,Kasarani,19820,9562,8163,4254,3733,45532
2021-06-30,Ngong,35640,16960,7343,2759,9480,72182
2021-06-30,Embakasi,27672,12845,8243,2335,6171,57266
2021-06-30,Juja,19859,8468,3960,1775,4365,38427
2021-06-30,South B,42123,16481,7062,5225,6226,77117
2021-06-30,Kikuyu,24551,12075,6236,3074,3505,49441
2021-06-30,Githurai,13996,8831,4391,2779,1519,31516
2021-06-30,Kikuyu,20334,13256,5975,2851,7579,49995
2021-06-30,Mlolongo,17549,11209,5859,2497,7798,44912
2021-06-30,Kitengela,28995,15265,6782,2907,5876,59825
2021-06-30,Githurai,14854,10316,3523,2300,7010,38003
2021-06-30,Donholm,37384,17074,9123,4525,5115,73221
2021-06-30,Embakasi,28126,11885,6248,5026,7955,59240
2021-06-30,Karen,167744,25574,18073,8017,16193,235601
2021-06-30,Langata,61409,20925,10847,6130,11831,111142
2021-06-30,Rongai,33867,14813,5905,5068,8153,67806
2021-06-30,Karen,163593,26201,18744,9349,14423,232310
2021-06-30,Embakasi,27026,15283,7595,3009,6813,59726
2021-06-30,Kasarani,21060,11762,4181,3046,8115,48164
2021-06-30,Karen,165513,29848,17727,7076,15753,235917
2021-06-30,Ngong,39154,14140,9003,4642,7571,74510
2021-06-30,Rongai,36756,11909,6382,3907,8023,66977
2021-06-30,Westlands,103595,26971,13687,6882,12981,164116
2021-06-30,Rongai,38243,17073,4993,4530,6486,71325
2021-06-30,Ruiru,22640,14236,6880,2664,4895,51315
2021-06-30,South B,45030,14102,8860,5560,8186,81738
2021-06-30,Ngong,36238,15553,7199,3812,9889,72691
2021-06-30,South B,43913,19654,9679,4039,7124,84409
2021-06-30,Karen,169223,27493,16979,7575,17796,239066
2021-06-30,Umoja,26053,13408,4842,3111,5058,52472
2021-06-30,Umoja,25207,13664,4117,4744,7159,54891
2021-06-30,Ruaka,52438,16091,10890,3435,8216,91070
2021-06-30,Ruaka,49752,23189,14310,4018,7955,99224
2021-06-30,Donholm,43763,16604,9668,5206,4633,79874
2021-06-30,Kileleshwa,85865,22220,12198,6947,9779,137009
2021-06-30,Embakasi,26169,13108,5068,3729,3768,51842
2021-06-30,Mlolongo,22811,7510,6955,2675,6616,46567
2021-06-30,Kikuyu,23795,12579,8088,3625,3656,51743
2021-06-30,Rongai,36766,11927,8577,5006,6348,68624
2021-06-30,Ngong,43528,13420,8115,4486,5352,74901
2021-06-30,Kitengela,32569,16131,5647,3308,7821,65476
2021-06-30,Langata,58649,16981,13232,5386,11426,105674
2021-06-30,Thika,19261,12007,6034,3626,3702,44630
2021-06-30,Westlands,104410,22203,15220,7626,11810,161269
2021-06-30,Kikuyu,23962,14181,6533,4677,7788,57141
2021-06-30,Ruiru,19271,13938,4887,2678,3891,44665
2021-06-30,Karen,162647,28925,14578,8142,15756,230048
2021-06-30,Ruaka,54618,17872,11075,3314,8177,95056
2021-06-30,Githurai,8460,8927,4731,3314,6689,32121
2021-06-30,Ruiru,20676,13546,6524,3069,5393,49208
2021-06-30,Kitengela,24505,14468,6961,2960,4525,53419
2021-06-30,Kileleshwa,86975,19344,9388,5308,13053,134068
2021-06-30,Githurai,12843,11613,5264,4200,3629,37549
2021-06-30,Juja,13663,9596,6492,2218,3596,35565
2021-06-30,Ngong,40514,15781,6023,4577,9301,76196
2021-06-30,Thika,20280,10202,4375,3428,5409,43694
2021-06-30,Kikuyu,22569,9196,6241,4767,4351,47124
2021-06-30,Embakasi,30091,14760,6925,4490,5936,62202
2021-06-30,Embakasi,29403,16959,9256,3685,6580,65882
2021-06-30,Ruaka,50909,15990,9280,4437,6952,87568
2021-06-30,Githurai,14432,8924,6119,1984,6719,38178
2021-06-30,Kasarani,20165,13010,5779,3908,7205,50067
2021-06-30,Umoja,28320,14353,5895,2385,4434,55387
2021-06-30,Karen,167421,25570,16848,7921,15700,233460
2021-06-30,Westlands,97735,21226,11362,7143,14607,152073
2021-06-30,Westlands,102524,26291,13148,6317,11061,159341
2021-06-30,Kitengela,29278,13993,5971,2454,3535,55231
2021-06-30,Langata,60064,21247,11802,5219,8234,106566
2021-06-30,Umoja,31103,10730,5210,3700,7158,57901
2021-06-30,Ruiru,23376,12130,5896,3023,3906,48331
2021-06-30,Rongai,35476,13593,9079,3953,8548,70649
2021-06-30,Kileleshwa,86817,20587,10422,6787,9444,134057
2021-06-30,South B,46170,15907,7561,3539,7611,80788
2021-06-30,Githurai,14325,8572,5557,3786,2838,35078
2021-06-30,South B,49332,15383,7220,6023,5495,83453
2021-06-30,Githurai,10965,11578,6841,3648,1736,34768
2021-06-30,Mlolongo,19176,10306,5642,2874,7542,45540
2021-06-30,Umoja,24831,14911,7926,2403,5803,55874
2021-06-30,Langata,60566,22809,10334,4121,11520,109350
2021-06-30,Karen,162888,30174,15374,9029,15180,232645
2021-06-30,Githurai,14649,8706,2810,3370,4146,33681
2021-06-30,Donholm,43117,14389,6096,4373,6853,74828
2021-06-30,Mlolongo,23546,9466,4494,2195,5401,45102
2021-06-30,Mlolongo,21093,13972,7496,2763,5993,51318
2021-06-30,Langata,61865,17866,12904,4200,11222,108057
2021-06-30,Donholm,40650,17256,7252,4954,7657,77769
2021-06-30,Kikuyu,25941,10061,5603,3863,4446,49914
2021-06-30,Ngong,42262,14894,6921,3520,7576,75174
2021-06-30,Thika,19369,8775,4141,2375,7765,42425
2021-06-30,Juja,18341,11803,6026,4123,2215,42508
2021-06-30,Kitengela,25853,17536,9565,4904,7130,64988
2021-06-30,Donholm,36449,15167,6587,5509,7186,70898
2021-06-30,Umoja,32659,14662,6207,3312,8183,65023
2021-06-30,Langata,61176,22075,13616,3790,8457,109114
2021-06-30,Ruaka,53238,20821,10414,4984,11852,101309
2021-06-30,Kitengela,26830,13876,7914,5046,7411,61077
2021-06-30,South B,41060,19156,7830,5880,6112,80038
2021-06-30,Ngong,37015,12704,6020,3744,6667,66150
2021-06-30,Thika,23835,13431,7894,3822,4375,53357
2021-06-30,Langata,59603,22242,10172,6458,12732,111207
2021-06-30,Karen,167311,24433,14459,9090,18984,234277
2021-06-30,Umoja,29478,15586,5892,3015,3793,57764
2021-06-30,Juja,21559,8753,4498,3909,5747,44466
2021-06-30,Westlands,100534,24941,14090,5613,12559,157737
2021-06-30,Ngong,36524,17665,8163,4532,4909,71793
2021-06-30,Thika,22233,12022,5691,4318,3596,47860
2021-06-30,Rongai,37101,16138,6828,3746,7961,71774
2021-06-30,Karen,163674,24725,15737,7577,14790,226503
2021-06-30,Kasarani,25103,12763,7727,3287,6659,55539
2021-06-30,Embakasi,28160,14920,3921,5004,4647,56652
2021-06-30,Donholm,37897,18460,7415,2901,9868,76541
2021-06-30,Kitengela,32002,13419,6656,2596,3401,58074
2021-06-30,Karen,165043,30571,19799,8870,16871,241154
2021-06-30,Kikuyu,20305,9108,4093,3190,5444,42140
2021-06-30,Thika,20112,12070,6210,3246,3640,45278
2021-06-30,Westlands,100589,22694,14123,6367,11952,155725
2021-06-30,Embakasi,27116,15336,7693,4092,8568,62805
2021-06-30,Embakasi,31476,14290,6790,5118,6950,64624
2021-06-30,Rongai,31935,16920,8618,2711,6808,66992
2021-06-30,Langata,61665,21426,11261,5289,7609,107250
2021-06-30,Donholm,42082,13772,9257,4776,9851,79738
2021-06-30,Kileleshwa,92147,24061,12617,5455,9019,143299
2021-06-30,Kitengela,28127,16373,6486,5094,8272,64352
2021-06-30,Rongai,34407,15136,7481,3310,8056,68390
2021-06-30,Ngong,38101,15904,7177,3187,8381,72750
2021-06-30,South B,43113,14931,7542,4425,5493,75504
2021-06-30,Ruiru,20524,15374,6668,3243,3124,48933
2021-06-30,Juja,19525,8910,4057,2615,2460,37567
